name,username,created_at,description,protected,id,verified,lower_name,SQ_CANDIDATO,instagram_url,n_instagram,twitter_url,twitter_user,n_twitter,same,followers_count,following_count,tweet_count,listed_count,days_created,digits_name,digits_desc
Karinny Simas,KarinnySimas,2022-03-24T00:03:12.000Z,,0,1506783292669976580,0,karinnysimas,240001644390,https://instagram.com/karinnysimas?igshid=YmMyMTA2M2Y=,1,https://twitter.com/KarinnySimas,karinnysimas,1,1,0,5,1,0,146.99777777777777,0.0,0.0
Ailton Amaral Ferreira,AiltonAmaral,2018-09-27T00:17:30.000Z,,0,1045105111461179393,0,ailtonamaral,250001619319,https://www.instagram.com/ailtonamaral/,1,https://twitter.com/ailtonamaral11,ailtonamaral11,1,0,0,1,0,0,1420.9878472222224,0.0,0.0
Bruno Araújo,brunoaraujonovo,2009-11-12T11:04:05.000Z,"Candidato a Deputado Estadual 🚀, Mineiro 🔺, Gestor 📈, 2 Graduações e 3 MBAs 💡, Defensor da Liberdade 🏳 , Marido da Norma e Pai da Manuela 👶.",0,89422832,0,brunoaraujonovo,130001598582,https://instagram.com/brunoaraujonovo,1,https://www.twitter.com/brunoaraujonovo,brunoaraujonovo,1,1,249,72,427,7,4661.538831018518,0.0,0.0
Delegado_Bradock,Delegadobradock,2010-08-01T00:04:01.000Z,"Policial por vocação!
Apaixonado pela Policia Civil do Parana!
Não gosto de injustiças, e sempre procuro defender os mais fracos!",0,173278677,0,delegadobradock,160001622168,https://instagram.com/delegadobradock?igshid=YmMyMTA2M2Y=,1,"https://twitter.com/Delegadobradock?t=O5b3GWAhUQq4wCB5yHPo4A&amp,s=08",delegadobradock,1,1,61,37,5,2,4399.997210648148,0.0,0.0
Viviane Moura,vivianemourapi,2021-03-16T13:50:50.000Z,"Candidata a Deputada Federal com o número 7713. 25 anos de gestão pública, mãe da Gabi e do Gui. Realizadora por natureza.",0,1371821224607821833,0,vivianemourapi,180001601331,https://www.instagram.com/vivianemourapi/,1,https://twitter.com/vivianemourapi,vivianemourapi,1,1,349,373,387,1,519.4230324074074,0.0,4.0
Japão Viela17,japaoviela17,2009-09-08T16:43:28.000Z,Rapper | Viela17 Music,0,72598957,0,japaoviela17,70001636646,https://www.instagram.com/japaoviela17/,1,https://twitter.com/japaoviela17,japaoviela17,1,1,5922,542,18781,79,4726.303148148148,2.0,2.0
Professora Dorinha,profdorinha,2009-10-02T12:59:35.000Z,"Candidata ao Senado 
Deputada Federal - UniãoBrasil/TO 
Presidente da Comissão de Educação da Câmara",0,79174387,1,profdorinha,270001649254,https://www.instagram.com/profdorinha/,1,https://twitter.com/profdorinha,profdorinha,1,1,7979,352,12571,188,4702.458622685185,0.0,0.0
Julio Rocha,juliorochaaa,2010-01-04T15:42:52.000Z,,0,101789898,0,juliorochaaa,190001716378,https://www.instagram.com/juliorochaaa/,1,https://www.twitter.com/eusoujuliorj,eusoujuliorj,1,0,89,150,102,1,4608.345231481481,0.0,0.0
Regilene Gurgel,RegileneGurgel,2013-06-28T00:47:52.000Z,,0,1551874981,0,regilenegurgel,30001608303,https://www.instagram.com/:@regilenegurgel,1,https://www.twitter.com/:@gurgelregilene,gurgelregilene,1,0,10,21,0,0,3337.9667592592596,0.0,0.0
Capitão Martim,CapitaoMartim,2021-08-24T13:37:11.000Z,"- Oficial da Marinha do Brasil ⚓️
- Paraquedista 🦅 🇧🇷 Mergulhador de Combate 🦈
- Gaúcho
- Pós-graduado em Políticas e Gestão em Segurança pública",0,1430162160320188433,0,capitaomartim,210001601642,https://www.instagram.com/capitaomartim/,1,https://twitter.com/CapitaoMartim,capitaomartim,1,1,25,27,14,0,358.4325115740741,0.0,0.0
Paulo Ganime,pauloganime,2009-03-20T17:16:09.000Z,"Candidato ao Governo do Rio de Janeiro - 30 
Deputado federal pelo @partidonovo30
Preparado para mudar o RJ",0,25537494,1,pauloganime,190001600399,https://instagram.com/pauloganime,1,https://www.twitter.com/pauloganime,pauloganime,1,1,67396,1159,9716,311,4898.280451388889,0.0,2.0
Deputado Coronel Salema,CoronelSalema,2019-02-08T16:25:42.000Z,"99.459 votos ▶Coronel da Polícia Militar do RJ ▶Deputado Estadual - PL ▶Autor de 17 leis ▶ Casado, Pai de Victor, Fernanda e Rafaela. #FechadoComBolsonaro",0,1093908739873222659,0,coronelsalema,190001596737,http://www.instagram.com/coronelsalema,1,https://twiter.com/coronelsalema,coronelsalema,1,1,1752,82,425,12,1286.315486111111,0.0,2.0
Luciana Genro 5️⃣0️⃣0️⃣0️⃣0️⃣,lucianagenro,2009-06-03T20:32:35.000Z,"☀️ Luciana Genro 5️⃣0️⃣0️⃣0️⃣0️⃣ ☀️ Deputada estadual, fundadora e dirigente do PSOL. Militante por um mundo mais justo e igualitário.",0,44449830,1,lucianagenro,210001598528,https://www.instagram.com/lucianagenro/,1,https://twitter.com/lucianagenro,lucianagenro,1,1,251553,1025,21929,1038,4823.144039351852,0.0,0.0
Sâmia 5️⃣0️⃣0️⃣0️⃣,samiabomfim,2009-03-30T18:55:45.000Z,"♀️ Mãe do Hugo, feminista, deputada federal, líder da bancada do @psolnacamara e candidata à reeleição por São Paulo!",0,27703690,1,samiabomfim,250001613762,https://instagram.com/samiabomfim,1,https://twitter.com/samiabomfim,samiabomfim,1,1,493163,1177,25631,1077,4888.211284722222,0.0,0.0
Lucélio Cartaxo,LucelioCartaxo,2010-04-10T13:46:04.000Z,"Sertanejo de Sousa, cresceu em João Pessoa. Chefe de gabinete da @prefjoaopessoa. Ex-superintendente da CBTU e Companhia Docas.",0,131508472,0,luceliocartaxo,150001619533,https://instagram.com/luceliocartaxo?igshid=YmMyMTA2M2Y,1,https://twitter.com/luceliocartaxo?s=11&t=NesJpY-P61zE_D86IDwSEg,luceliocartaxo,1,1,2089,647,1774,10,4512.426342592593,0.0,0.0
Sabrina Emmel,SabrinaEmmel,2011-09-22T04:41:33.000Z,Learn from yesterday. Live for today. Hope for tomorrow.,1,377815508,0,sabrinaemmel,210001601582,https://www.instagram.com/sabrinaemmel/,1,https://mobile.twitter.com/sasatwee,sasatwee,1,0,60,78,948,0,3982.8044791666666,0.0,0.0
Wilson Mello,wilsonmellosp,2009-06-30T02:12:01.000Z,🇧🇷,0,52270177,0,wilsonmellosp,250001597792,https://www.instagram.com/wilsonmellosp/,1,https://twitter.com/wilsonmellosp,wilsonmellosp,1,1,83,158,623,2,4796.908321759259,0.0,0.0
Dimas Costa,DimasCostaRS,2020-09-10T18:12:38.000Z,👊 Candidato a Deputado Estadual 🏠 Vereador de Gravataí (2012-2020) 🎓 Formado em Gestão Pública 🧠 Pós-graduado em Gestão de Pessoas,0,1304120510821945346,0,dimascostars,210001696191,https://www.instagram.com/dimascostars,1,https://twitter.com/DimasCostars,dimascostars,1,1,298,406,1184,3,706.2412268518519,0.0,4.0
Cláudio Castro,claudiocastroRJ,2009-09-16T17:57:35.000Z,Governador do Estado do Rio de Janeiro,0,74792468,1,claudiocastrorj,190001615753,https://instagram.com/claudiocastrorj?igshid=YmMyMTA2M2Y=,1,https://twitter.com/claudiocastrorj?s=21&t=SE68_BMLOP8IWoMn-YxVAA,claudiocastrorj,1,1,50929,733,9391,176,4718.251678240741,0.0,0.0
Cida Pedrosa 65113 🌻,cidapedrosa65,2012-03-03T21:28:44.000Z,"Poeta, advogada, vereadora, candidata a deputada estadual. Ex-secretária da Mulher e do Meio Ambiente. Prêmio Jabuti com Solo para Vialejo.",0,513622798,0,cidapedrosa65,170001608956,http://instagram.com/cidapedrosa65,1,http://twitter.com/cidapedrosa65,cidapedrosa65,1,1,1930,391,3961,11,3819.105046296296,5.0,0.0
Mateus Barreto,mateusbarretopr,2009-06-21T17:23:48.000Z,"🇧🇷 Pré-candidato a Deputado Federal
⚖ Advogado
✍🏻 Vereador em Umuarama/PR",0,49369162,0,mateusbarretopr,160001654830,http://www.instagram.com/mateusbarretopr,1,http://www.twitter.com/mateusbarretopr,mateusbarretopr,1,1,282,158,113,2,4805.275138888889,0.0,0.0
Diogo Banzer,marquinhostrad,2010-02-14T19:28:40.000Z,,0,114264837,0,marquinhostrad,120001649554,https://www.instagram.com/marquinhostrad/,1,https://twitter.com/marquinhostrad_,marquinhostrad_,1,0,10,0,1,0,4567.188425925926,0.0,0.0
Renata Souza 50.007,renatasouzario,2009-06-02T20:10:45.000Z,"Candidata a Deputada Estadual: 50.007 (PSOL-RJ) Cria da Maré, feminista, negra e defensora de direitos humanos. Deputada Estadual e Líder do PSOL na Alerj.",0,44195955,1,renatasouzario,190001600421,https://www.instagram.com/renatasouzario/,1,http://twitter.com/renatasouzario,renatasouzario,1,1,68140,1983,15747,250,4824.1592013888885,2.0,2.0
Warley Mól - 3033 - Dep. Federal (MG),WarleyMolNovo,2021-09-22T21:40:14.000Z,"Casado, pai de duas meninas, defensor da democracia e da liberdade, adepto da filosofia liberal, prof. universitário e gestor de proj. de tecnologia e inovação.",0,1440793007268130818,0,warleymolnovo,130001598352,https://instagram.com/warleymolnovo,1,https://www.twitter.com/warleymolnovo,warleymolnovo,1,1,31,58,187,0,329.09706018518517,4.0,0.0
João Grande,joaograndesp,2015-11-23T20:19:07.000Z,Advogado,0,4259591817,0,joaograndesp,250001597774,https://www.instagram.com/joaograndesp,1,https://www.twitter.com/joaograndesp,joaograndesp,1,1,20,93,10,1,2459.1533912037034,0.0,0.0
Thiago Imbernom,thiagoimb,2009-04-03T17:30:23.000Z,Advogado. Pai da Isabella. Cúmplice da Giuliana. Torcedor do Mirassol. Pré-candidato a Dep. Federal pelo Partido Novo por São Paulo.,0,28610432,0,thiagoimb,250001597665,https://instagram.com/thiagoimb,1,https://www.twitter.com/thiagoimb,thiagoimb,1,1,43,367,242,2,4884.27056712963,0.0,0.0
Professora Josete 13613,profjosete,2010-07-23T21:46:49.000Z,"Professora | Feminista | Vereadora pelo @ptbrasil!
✊🏻 Candidata a deputada estadual
📲 Acompanhe nossos canais pelo link ⬇️
https://t.co/TdzvJvxlbR",0,170072545,1,profjosete,160001615003,https://www.instagram.com/profjosete/,1,https://twitter.com/profjosete,profjosete,1,1,2633,468,7082,50,4408.092488425926,5.0,0.0
VICTOR LINS 18.888,victorlinssp,2022-02-02T14:16:01.000Z,CANDIDATO A DEPUTADO ESTADUAL/SP - 18.888. Ativista pelo Serviço Público de qualidade. Auditor Fiscal. Justiça Social com Responsabilidade Social.,0,1488878764692066312,0,victorlinssp,250001619336,"https://www.instagram.com/victorlinssp,",1,https://twitter.com/victorlinssp,victorlinssp,1,1,499,1619,111,2,196.4055439814815,2.0,2.0
Abidan Henrique 40321,AbidanHenrique,2017-09-27T22:55:47.000Z,"Candidato a deputado estadual em SP. 
24 anos👊🏽,formado na POLI 👨🏾‍🎓e cria de Embu 🤟🏾 PSB 🕊",0,913175362842001408,0,abidanhenrique,250001620581,https://www.instagram.com/abidanhenrique/,1,https://twitter.com/abidanhenrique,abidanhenrique,1,1,319,485,746,3,1785.0445949074074,5.0,2.0
Juan Savedra 30030,JuanSavedra30,2009-04-13T07:40:42.000Z,"Candidato a Deputado Estadual pelo NOVO 30.030. Advogado, pequeno empresário e aluno RenovaBr. Entrei na Justiça para barrar privilégios bilionários.",0,30827650,0,juansavedra30,210001597021,https://instagram.com/juansavedra30,1,https://www.twitter.com/juansavedra30,juansavedra30,1,1,1574,656,1535,12,4874.680069444445,5.0,2.0
João Matta,joaomatta,2008-09-24T19:53:35.000Z,"Engenheiro, professor de humanas, pai, fungicultor, saxofonista bem amador, defensor da vida, progressista, assustado com os desdobramentos da Modernidade.",1,16440033,0,joaomatta,250001643622,https://www.instagram.com/joaomatta/,1,https://twitter.com/Joao_Matta_,joao_matta_,1,0,272,578,801,10,5075.171122685185,0.0,0.0
Macaé Evaristo 13130,MacaeEvaristo,2013-01-09T22:16:43.000Z,Candidata a Deputada Estadual pelo PT ⭐️ e vereadora de BH. Em defesa da Educação Pública de qualidade e dos direitos sociais. Botá fé! É Lula! É Macaé!,0,1075036110,1,macaeevaristo,130001607426,https://www.instagram.com/macaeevaristo/,1,https://twitter.com/macaeevaristo,macaeevaristo,1,1,3316,531,3333,51,3507.0717245370374,5.0,0.0
Alexis Junnior,AlexisJunnior,2013-01-03T06:45:06.000Z,Me gusta la Tecnología y me gustaria tener mi propia empresa de tecnología y dominar el mundo ........ XD,0,1057059618,0,alexisjunnior,250001643914,https://instagram.com/alexisjunnior,1,https://twiiter.com/alexjrlocutor,alexjrlocutor,1,0,1,14,2,0,3513.7186805555557,0.0,0.0
Wlad Mesquita,wladmesquita,2009-08-10T17:33:27.000Z,,0,64460310,0,wladmesquita,110001635642,https://www.instagram.com/wladmesquita/,1,https://twitter.com/wladmesquita,wladmesquita,1,1,90,126,237,1,4755.2684375,0.0,0.0
Francisco Jr,franciscojr_go,2010-06-24T14:00:45.000Z,"VOTE 5️⃣5️⃣5️⃣5️⃣ Deputado Federal-PSD/GO, Presidente da Frente Parlamentar Católica, Advogado e mestre em Desenvolvimento Urbano.",0,159116494,1,franciscojr_go,90001651580,https://www.instagram.com/franciscojr_go/,1,https://www.twitter.com/franciscojr_go,franciscojr_go,1,1,5836,940,5321,106,4437.416145833334,0.0,0.0
🇧🇷 Nilto Tatto - #ForaBolsonaro 🍀,NiltoTatto,2014-07-23T17:33:32.000Z,"30 anos de luta socioambiental
Hoje deputado Federal (PT-SP)
Quero um Brasil justo e sustentável
Baseado na inclusão social 
Respeitando todas formas de vida",0,2674564802,1,niltotatto,250001610688,https://www.instagram.com/niltotatto/,1,https://twitter.com/NiltoTatto,niltotatto,1,1,21249,4102,29561,178,2947.26837962963,0.0,2.0
Antonio C. Albino,albino_vereador,2021-01-15T20:20:52.000Z,"Vereador mais votado de Jundiaí 
Vice-presidente da Câmara Municipal 
Advogado
Empresário
Pós Graduado em Segurança Pública",0,1350176008440307714,0,albino_vereador,250001610151,https://www.instagram.com/albino_vereador/,1,https://mobile.twitter.com/albino_vereador,albino_vereador,1,1,14,44,59,1,579.1521759259259,0.0,0.0
Edson Santos,edsonsantosrio,2010-06-03T18:03:45.000Z,"Líder negro, ex-ministro da Igualdade Racial, autor da lei da Meia-Entrada e do Feriado de Zumbi dos Palmares.",0,151562937,0,edsonsantosrio,190001645406,https://www.instagram.com/edsonsantosrio,1,https://twitter.com/edsonsantosrio,edsonsantosrio,1,1,1549,538,2406,57,4458.247395833333,0.0,0.0
Simone Santana | Deputada Estadual,simonesantanape,2019-03-19T15:16:32.000Z,"📍Deputada estadual
🤝 Presidente da Comissão de Negócios Municipais
👩🏻‍⚕️ Médica
📝 Servidora pública concursada",0,1108024462060990469,0,simonesantanape,170001620379,https://www.instagram.com/simonesantanape/,1,https://twitter.com/simonesantanape,simonesantanape,1,1,217,167,469,6,1247.3635185185185,0.0,0.0
Bira da Universo,BiraDaUniverso,2016-01-28T10:43:50.000Z,,0,4856775959,0,biradauniverso,170001595477,https://www.instagram.com/biradauniverso/,1,https://twitter.com/biradauniverso_,biradauniverso_,1,0,6,0,0,0,2393.5528935185184,0.0,0.0
Rodrigo França,RodrigoFrancan,2022-02-18T23:09:18.000Z,Rodrigo França Projeto Solidamizade,0,1494810597753606144,0,rodrigofrancan,190001639123,https://www.instagram.com/rodrigofrancan/?igshid=YmMyMTA2M2Y=,1,https://mobile.twitter.com/RodrigoFrancan,rodrigofrancan,1,1,11,8,40,0,180.03520833333334,0.0,0.0
Jair Miotto,JairMiotto,2011-03-29T13:51:35.000Z,"DEPUTADO ESTADUAL

Administrador, Pastor, Escritor, casado, pai, apaixonado por Jesus, minha família, pela Igreja e meus amigos, entusiasta e aprendiz da vida!",0,273974254,0,jairmiotto,240001616203,https://www.instagram.com/jairmiotto,1,https://twitter.com/JairMiotto,jairmiotto,1,1,665,12,17404,14,4159.422511574075,0.0,0.0
Rafael Pezenti,rafapezenti,2010-03-30T01:10:01.000Z,Pré-candidato a Deputado Federal. Chefe de Gabinete do @deputadopeninha. Colono com orgulho e jornalista por formação. Defensor das liberdades individuais.,0,127708617,0,rafapezenti,240001602681,https://www.instagram.com/rafapezenti/,1,https://twitter.com/rafapezenti,rafapezenti,1,1,128,367,63,0,4523.951377314815,0.0,0.0
Edson Eduardo,pc_edson,2011-10-09T17:53:44.000Z,,0,387798371,0,pc_edson,250001620614,https://www.instagram.com/pc_edson/,1,https://twitter.com/EdsonPC_7,edsonpc_7,1,0,0,6,1,0,3965.254351851852,0.0,0.0
Hana Ghassan,HanaGhassan,2020-03-31T02:20:16.000Z,8276216d,0,1244811580614873094,0,hanaghassan,140001651992,http://www.instagram.com/hanaghassan,1,http://www.twitter.com.br/hanaghassan,hanaghassan,1,1,39,27,0,0,869.9025925925926,0.0,5.0
José Walace,JoseWalacerr,2022-08-02T22:39:22.000Z,,0,1554597723151761412,0,josewalacerr,230001604279,https://instagram.com/josewalacerr?igshid=YmMyMTA2M2Y=,1,https://twitter.com/josewalacerr?s=21&t=tdwAavLS6Z-xXF9OwVVoGw,josewalacerr,1,1,1,3,0,0,15.05599537037037,0.0,0.0
Milena Câmara,milenacamaradf,2022-02-22T00:16:24.000Z,Presidente PP Mulher DF • Pré-candidata a deputada distrital | Chefe de Família | Cristã | Gestora Pública |Advogada | Odontóloga | Colunista do Diário no Poder,0,1495914755558621186,0,milenacamaradf,70001650212,https://www.instagram.com/milenacamaradf/,1,https://twitter.com/milenacamaradf,milenacamaradf,1,1,31,138,95,0,176.98861111111114,0.0,0.0
Henrique Mecabô,hmecabo,2009-08-10T19:41:35.000Z,QUERO SER SEU FUNCIONÁRIO!! 🏅 Líder da renovação política @renovabr 🎓 Economista & Cientista Político @mcgillu 📚 Mestre Economia @uoft https://t.co/2TBX98M7Sl,0,64493005,0,hmecabo,160001597843,https://instagram.com/hmecabo/,1,https://www.twitter.com/hmecabo,hmecabo,1,1,651,539,121,5,4755.179456018518,0.0,2.0
Darci Piana,DarciPiana,2018-08-30T18:43:31.000Z,,0,1035236589105016832,0,darcipiana,160001614468,https://www.instagram.com/darcipiana/,1,https://twitter.com/darcipiana1,darcipiana1,1,0,1,0,0,0,1448.2197800925926,0.0,0.0
WALDEMIR MOKA,waldemirmoka,2009-07-15T21:25:22.000Z,,0,57141947,0,waldemirmoka,120001636657,https://www.instagram.com/waldemirmoka/,1,https://twitter.com/MokaMSOficial,mokamsoficial,1,0,8,19,1,1,4781.10738425926,0.0,0.0
Fabiana Tronenko🇺🇦💙💛🇺🇦,fabitronenko,2016-06-12T15:27:05.000Z,Дружина Посла України в Бразилії 🇺🇦🇧🇷Embaixatriz da Ucrânia no Brasil 🌐 Twitter em Português: @fabianatronenko,0,742015371130064896,0,fabitronenko,160001603288,https://www.instagram.com/fabitronenko/,1,https://twitter.com/fabitronenko,fabitronenko,1,1,1903,357,1494,13,2257.3561921296296,0.0,0.0
Aldo Rebelo,aldorebelo,2009-04-23T19:33:31.000Z,Tuítes com a assinatura (AI) são de autoria da Assessoria de Imprensa,0,34704778,1,aldorebelo,250001639699,https://www.instagram.com/aldorebelo,1,https://twitter.com/AldoRebelo,aldorebelo,1,1,47554,124,15082,457,4864.185057870371,0.0,0.0
Adelaide Oliveira,adeoliveirabr,2015-12-26T12:06:01.000Z,Organizadora das maiores manifestações da história e do Impeachment. Inimiga da corrupção e candidata a Deputada Federal por São Paulo.,0,4610451717,0,adeoliveirabr,250001610288,https://www.instagram.com/adeoliveirabr/,1,https://twitter.com/adeoliveirabr,adeoliveirabr,1,1,7440,190,2988,11,2426.4958217592593,0.0,0.0
Pedro,pedrolupion,2012-08-10T15:30:48.000Z,,0,749552084,0,pedrolupion,160001603295,https://www.instagram.com/pedrolupion/,1,https://twitter.com/pedro_lupion,pedro_lupion,1,0,8,8,0,0,3659.353611111111,0.0,0.0
Marleide Cunha 1️⃣3️⃣3️⃣3️⃣3️⃣,marleidecunhaRN,2014-10-09T19:42:32.000Z,"Professora e Vereadora - Mossoró
Candidata à Deputada Estadual do RN
📚 Ativista em defesa da Educação Pública
🏢 Dir. de Educação Sindical do Sindiserpum",0,2820378598,0,marleidecunharn,200001603630,https://www.instagram.com/marleidecunharn,1,https://www.twitter.com/marleidecunharn,marleidecunharn,1,1,715,104,1670,2,2869.1787962962967,0.0,0.0
Jeferson Rodrigues,depJeferson10,2010-07-25T01:18:44.000Z,Deputado Estadual em exercício do segundo mandato. Reeleito com 45.605 mil votos.,0,170505916,0,depjeferson10,90001651357,https://instagram.com/depjeferson10?igshid=YzAyZWRlMzg=,1,https://twitter.com/depJeferson10,depjeferson10,1,1,1169,373,3837,20,4406.945324074074,0.0,2.0
Valadares Filho,valadaresfilho,2009-08-22T03:00:22.000Z,,0,67797206,0,valadaresfilho,260001666588,https://instagram.com/valadaresfilho,1,https://twitter.com/Valadares_Filho,valadares_filho,1,0,44,14,53,3,4743.87474537037,0.0,0.0
Uriã Fancelli,uriafancelli,2015-05-01T05:16:49.000Z,📖 Autor do livro “Populismo e Negacionismo”; 🇪🇺 Mestre em Estudos Europeus; 🌎 Internacionalista e liberal!,0,3225868401,0,uriafancelli,250001723577,https://www.instagram.com/uriafancelli/,1,https://twitter.com/uriafancelli,uriafancelli,1,1,514,339,279,1,2665.779988425926,0.0,0.0
Samanda,samandaalves,2009-06-23T20:31:07.000Z,⭐️ Candidata a Deputada Federal pelo PT 💻Engenheira da Computação ✊🏽🌈 Feminista Há mais de duas décadas com Fátima trabalhando pelo RN.,0,50092506,0,samandaalves,200001603649,https://instagram.com/samandaalves?igshid=YmMyMTA2M2Y=,1,https://twitter.com/samandaalves?s=11&t=Ozm_qiJ7JV5_hAfcpiQERA,samandaalves,1,1,1298,503,5370,6,4803.145057870371,0.0,0.0
Beto Fantinel,betofantinel,2010-04-14T01:45:13.000Z,"Deputado Estadual pelo MDB, um apaixonado pelo o agronegócio e um otimista convicto que acredita na retomada da economia.",0,132735215,0,betofantinel,210001648003,https://www.instagram.com/betofantinel/,1,https://twitter.com/betofantinel,betofantinel,1,1,2102,1842,15142,24,4508.92693287037,0.0,0.0
Freitas Federal 4010,deputadofreitas,2009-08-05T03:29:05.000Z,"Candidato a Dep. Federal 4010
Produtor rural
Dep. Est. do ES (4° Mandato)
Filiado ao PSB",0,63019359,0,deputadofreitas,80001620967,https://www.instagram.com/deputadofreitas,1,https://twitter.com/deputadofreitas,deputadofreitas,1,1,1534,1103,3893,23,4760.854803240741,4.0,4.0
Gustavo Carvalho,GCarvalhoRN,2009-07-16T19:36:45.000Z,"Deputado Estadual do RN, candidato à reeleição- PSDB
O Deputado da gente!
45888",0,57423954,0,gcarvalhorn,200001606002,https://instagram.com/gcarvalhorn?igshid=YmMyMTA2M2Y=,1,https://twitter.com/gcarvalhorn?s=11&t=5QZN1R64FRnku1BXMUMVqQ,gcarvalhorn,1,1,7687,1952,5531,67,4780.1828125,0.0,5.0
ENÉAS DO BOLSONARO. 🇧🇷,AldennyBruno,2020-05-31T03:08:50.000Z,"Pré-candidato a Deputado Estadual por Pernambuco 🇧🇷
Patriota, Politicamente incorreto, Conservador, Cristão, Armamentista, Pro Família, Pro Vida, Exôdo 22.2.",0,1266929430552883205,0,aldennybruno,170001619711,https://www.instagram.com/aldennybruno/,1,https://twitter.com/aldennybruno,aldennybruno,1,1,16,245,19,0,808.8688657407407,0.0,2.0
"João, o Justo",coimbrasousa,2009-08-07T01:18:06.000Z,Negro. Comunista. Candidato a Vice-Governador pelo PCB/BA. Advogado Criminalista. Mestre em Direito pela @ASU. Doutorando em Estudos Africanos na @UFBA.,0,63597456,0,coimbrasousa,50001719848,https://instagram.com/coimbrasousa?igshid=YmMyMTA2M2Y=,1,https://twitter.com/coimbrasousa?t=qRzMX2jyVgE30rnRawgpRA&s=09,coimbrasousa,1,1,37450,931,102379,101,4758.945763888889,0.0,0.0
Joã Batista Coelho de Souza Tita Furlan,titafurlan,2010-01-11T19:08:55.000Z,Tita Furlan,0,103941473,0,titafurlan,160001654665,https://www.instagram.com/titafurlan/,1,https://twitter.com/titafurlan,titafurlan,1,1,100,7,2,0,4601.202141203704,0.0,0.0
Edson Salomão - Vote 10700,edsonsalomaosp,2020-07-25T04:23:11.000Z,Candidato a Deputado Estadual em SP,0,1286879592540766218,0,edsonsalomaosp,250001639565,https://www.instagram.com/edsonsalomaosp/?hl=pt,1,https://twitter.com/edsonsalomaosp?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwgr,edsonsalomaosp,1,1,62607,64,7467,75,753.8172337962964,5.0,0.0
Professor Euler,ProfessorEuler,2017-01-25T15:57:25.000Z,Pré-candidato a Deputado Federal |  SOU Professor. ESTOU Vereador.,0,824285052590845955,1,professoreuler,160001614541,https://www.instagram.com/professoreuler,1,https://twitter.com/ProfessorEuler,professoreuler,1,1,1890,331,1224,14,2030.3351273148148,0.0,0.0
Juvir Costella,juvircostella,2016-03-08T14:42:11.000Z,"Deputado Estadual reeleito no RS. Gremista, pai do Felipe, Guilherme, marido da Maira e avô do Enrico!",0,707214837584105472,0,juvircostella,210001647993,https://www.instagram.com/juvircostella/,1,https://twitter.com/juvircostella,juvircostella,1,1,2622,1674,2529,20,2353.3873726851853,0.0,0.0
Eva,mariaArraes,2010-07-24T23:59:54.000Z,,0,170485765,0,mariaarraes,170001610574,https://www.instagram.com/mariaarraes/,1,https://twitter.com/mariaarraespe,mariaarraespe,1,0,0,5,0,0,4407.000069444444,0.0,0.0
Simone Sabin 14,simonesabin14,2012-08-21T01:03:45.000Z,"Pré Candidata a Dep. Estadual/ PTB, Prof. de Matemática, ⚖Advogada, Economista, Conservadora, Sec. Emérita de Desenvolvimento Econômico, Turismo e Inovação.",0,770545508,0,simonesabin14,210001649783,https://www.instagram.com/simonesabin14/,1,https://twitter.com/simonesabin14,simonesabin14,1,1,693,214,295,0,3648.9557291666665,2.0,0.0
Thays Bieberbach,ThaysBieberbach,2013-03-30T16:25:02.000Z,"📣 Candidata a Deputada Federal pelo Paraná 
⭐ Vereadora em União da Vitória
❤️ Mãe, feminista e professora de história.",0,1316758495,0,thaysbieberbach,160001614516,https://www.instagram.com/thaysbieberbach/,1,https://twitter.com/ThaysBieberbach?ref_src=twsrc%5Egoogle%7Ctwcamp%5Eserp%7Ctwg,thaysbieberbach,1,1,341,233,389,0,3427.315949074074,0.0,0.0
Evandro Leitão,EvandroLeitao,2009-12-26T21:23:37.000Z,"Bacharel em Direito e Economia, Deputado Estadual do Ceará e Presidente da Assembleia Legislativa.#evandroleitão #agentejogajunto",0,99577458,1,evandroleitao,60001603535,https://instagram.com/evandroleitao?igshid=YmMyMTA2M2Y=,1,https://twitter.com/evandroleitao?s=11&t=b_pPbIqbQ4e8o2O8XHrvrw,evandroleitao,1,1,73046,153,3265,162,4617.108599537037,0.0,0.0
Alan Bruno Agro,alanbrunoagro,2021-11-22T12:37:59.000Z,"👨🏻‍🌾|Defensor do Agro
🏭|CEO @feijaodonalela
🧠|Pré Candidato Deputado Estadual Minas
🎯|Ajudo Empresas/Pessoas a mudarem de vida
 🗣|Toca pra Frente",0,1462762112254627848,0,alanbrunoagro,130001598563,https://instagram.com/AlanBrunoAgro,1,https://www.twitter.com/AlanBrunoAgro,alanbrunoagro,1,1,2,68,14,3,268.47362268518515,0.0,0.0
Adriana Araújo 1️⃣3️⃣9️⃣0️⃣0️⃣,adrianaraujomg,2020-07-18T11:53:01.000Z,✊🏽Candidata a Dep. Estadual 13900 🔺Coord. MMDA e Servidora Pública 🐾Protetora e ativista pelos Direitos Animais e Humanos 🌱Ambientalista e vegana,0,1284456064432377856,0,adrianaraujomg,130001607399,https://www.instagram.com/adrianaraujomg/,1,https://www.Twitter.com/adrianaraujomg,adrianaraujomg,1,1,62,83,257,0,760.5048495370371,0.0,5.0
